wall_time,room_id,e2e_send_ts,e2e_consumer_done_ts,e2e_sink_arrival_ts,e2e_total_latency_ms,e2e_producer_to_consumer_ms,e2e_consumer_to_sink_ms,topic
1776723113.348,room_06,1776723113.339,1776723113.345,1776723113.348,8.261,6.14,2.119,room_alerts_mp
1776723114.348,room_07,1776723114.341,1776723114.344,1776723114.348,7.016,3.28,3.741,room_alerts_mp
1776723115.347,room_08,1776723115.342,1776723115.345,1776723115.347,4.409,2.95,1.456,room_alerts_mp
1776723116.347,room_09,1776723116.343,1776723116.345,1776723116.347,3.216,1.44,1.778,room_alerts_mp
1776723117.349,room_10,1776723117.345,1776723117.348,1776723117.349,4.76,2.96,1.799,room_alerts_mp
1776723118.352,room_11,1776723118.347,1776723118.35,1776723118.352,5.483,3.34,2.144,room_alerts_mp
1776723119.358,room_12,1776723119.35,1776723119.355,1776723119.358,8.044,5.25,2.797,room_alerts_mp
1776723120.36,room_13,1776723120.355,1776723120.359,1776723120.36,4.857,3.11,1.748,room_alerts_mp
1776723121.363,room_14,1776723121.358,1776723121.361,1776723121.363,5.274,3.31,1.963,room_alerts_mp
1776723122.366,room_15,1776723122.36,1776723122.365,1776723122.366,6.162,4.65,1.511,room_alerts_mp
1776723123.371,room_01,1776723123.363,1776723123.368,1776723123.371,7.176,4.9,2.278,room_alerts_mp
1776723124.371,room_02,1776723124.365,1776723124.369,1776723124.371,6.172,4.77,1.406,room_alerts_mp
1776723125.37,room_03,1776723125.365,1776723125.368,1776723125.37,4.335,2.64,1.69,room_alerts_mp
1776723126.371,room_04,1776723126.368,1776723126.369,1776723126.371,3.057,1.55,1.506,room_alerts_mp
1776723127.375,room_05,1776723127.369,1776723127.373,1776723127.375,6.059,3.88,2.177,room_alerts_mp
1776723128.377,room_06,1776723128.371,1776723128.376,1776723128.377,6.499,5.21,1.288,room_alerts_mp
1776723129.382,room_07,1776723129.372,1776723129.378,1776723129.382,9.223,5.69,3.53,room_alerts_mp
