wall_time,room_id,e2e_send_ts,e2e_consumer_done_ts,e2e_sink_arrival_ts,e2e_total_latency_ms,e2e_producer_to_consumer_ms,e2e_consumer_to_sink_ms,topic
1776760175.967,room_02,1776760175.958,1776760175.965,1776760175.967,8.573,7.08,1.49,room_alerts_mp
1776760176.968,room_03,1776760176.96,1776760176.966,1776760176.968,7.918,5.56,2.355,room_alerts_mp
1776760177.968,room_04,1776760177.964,1776760177.966,1776760177.968,3.459,1.48,1.98,room_alerts_mp
1776760178.973,room_05,1776760178.965,1776760178.971,1776760178.973,8.633,6.39,2.243,room_alerts_mp
1776760179.975,room_06,1776760179.968,1776760179.972,1776760179.975,6.792,4.04,2.757,room_alerts_mp
1776760180.973,room_07,1776760180.97,1776760180.972,1776760180.973,3.085,1.73,1.356,room_alerts_mp
1776760181.979,room_08,1776760181.972,1776760181.976,1776760181.979,6.715,4.44,2.277,room_alerts_mp
1776760182.981,room_09,1776760182.975,1776760182.98,1776760182.981,6.585,4.95,1.639,room_alerts_mp
1776760183.98,room_10,1776760183.977,1776760183.978,1776760183.98,3.222,1.68,1.543,room_alerts_mp
1776760184.987,room_11,1776760184.979,1776760184.985,1776760184.987,8.274,5.73,2.542,room_alerts_mp
1776760185.991,room_12,1776760185.984,1776760185.989,1776760185.991,6.729,4.1,2.628,room_alerts_mp
1776760186.989,room_13,1776760186.986,1776760186.987,1776760186.989,3.635,1.57,2.065,room_alerts_mp
1776760187.997,room_14,1776760187.989,1776760187.995,1776760187.997,8.262,5.91,2.354,room_alerts_mp
1776760188.993,room_15,1776760188.989,1776760188.991,1776760188.993,3.124,1.55,1.578,room_alerts_mp
1776760190.004,room_01,1776760189.992,1776760190.002,1776760190.004,12.119,10.03,2.088,room_alerts_mp
1776760191.018,room_02,1776760191.013,1776760191.016,1776760191.018,5.037,3.47,1.563,room_alerts_mp
1776760192.019,room_03,1776760192.016,1776760192.017,1776760192.019,3.242,1.67,1.577,room_alerts_mp
1776760193.03,room_04,1776760193.021,1776760193.028,1776760193.03,8.974,6.88,2.097,room_alerts_mp
1776760194.034,room_05,1776760194.023,1776760194.024,1776760194.034,11.376,1.86,9.519,room_alerts_mp
1776760195.034,room_06,1776760195.025,1776760195.031,1776760195.034,8.13,5.76,2.369,room_alerts_mp
1776760196.035,room_07,1776760196.032,1776760196.033,1776760196.035,3.419,1.55,1.873,room_alerts_mp
1776760197.044,room_08,1776760197.037,1776760197.042,1776760197.044,6.617,5.28,1.332,room_alerts_mp
1776760198.049,room_09,1776760198.041,1776760198.042,1776760198.049,7.916,1.58,6.341,room_alerts_mp
1776760199.053,room_10,1776760199.048,1776760199.05,1776760199.053,4.112,1.35,2.762,room_alerts_mp
1776760200.057,room_11,1776760200.05,1776760200.055,1776760200.057,7.142,5.23,1.912,room_alerts_mp
1776760201.063,room_12,1776760201.054,1776760201.061,1776760201.063,8.109,6.62,1.486,room_alerts_mp
1776760202.062,room_13,1776760202.058,1776760202.06,1776760202.062,3.832,2.12,1.713,room_alerts_mp
1776760203.068,room_14,1776760203.062,1776760203.065,1776760203.068,5.585,3.12,2.465,room_alerts_mp
1776760204.068,room_15,1776760204.064,1776760204.066,1776760204.068,3.649,1.51,2.14,room_alerts_mp
1776760205.068,room_01,1776760205.065,1776760205.067,1776760205.068,3.204,1.67,1.532,room_alerts_mp
1776760206.073,room_02,1776760206.068,1776760206.072,1776760206.073,5.22,3.51,1.708,room_alerts_mp
1776760207.077,room_03,1776760207.073,1776760207.074,1776760207.077,4.425,1.73,2.691,room_alerts_mp
1776760208.081,room_04,1776760208.076,1776760208.079,1776760208.081,4.944,3.22,1.724,room_alerts_mp
1776760209.088,room_05,1776760209.079,1776760209.083,1776760209.088,9.036,4.38,4.66,room_alerts_mp
1776760210.083,room_06,1776760210.08,1776760210.081,1776760210.083,3.531,1.45,2.077,room_alerts_mp
1776760211.088,room_07,1776760211.082,1776760211.085,1776760211.088,5.481,3.28,2.197,room_alerts_mp
1776760212.098,room_08,1776760212.085,1776760212.087,1776760212.098,13.191,1.74,11.447,room_alerts_mp
1776760213.092,room_09,1776760213.087,1776760213.09,1776760213.092,5.53,3.58,1.954,room_alerts_mp
1776760214.091,room_10,1776760214.088,1776760214.09,1776760214.091,2.983,1.45,1.529,room_alerts_mp
1776760215.094,room_11,1776760215.091,1776760215.092,1776760215.094,3.077,1.38,1.697,room_alerts_mp
1776760216.099,room_12,1776760216.093,1776760216.097,1776760216.099,6.078,4.05,2.028,room_alerts_mp
1776760217.13,room_13,1776760217.095,1776760217.101,1776760217.13,34.626,5.99,28.641,room_alerts_mp
1776760218.108,room_14,1776760218.101,1776760218.105,1776760218.108,6.611,4.0,2.607,room_alerts_mp
1776760219.107,room_15,1776760219.103,1776760219.105,1776760219.107,3.949,1.8,2.151,room_alerts_mp
1776760220.114,room_01,1776760220.107,1776760220.112,1776760220.114,7.578,4.82,2.76,room_alerts_mp
1776760221.116,room_02,1776760221.109,1776760221.114,1776760221.116,6.73,4.64,2.092,room_alerts_mp
1776760222.116,room_03,1776760222.111,1776760222.115,1776760222.116,4.954,3.53,1.424,room_alerts_mp
1776760223.119,room_04,1776760223.115,1776760223.117,1776760223.119,4.052,2.41,1.646,room_alerts_mp
1776760224.125,room_05,1776760224.118,1776760224.122,1776760224.125,7.493,4.64,2.849,room_alerts_mp
1776760225.126,room_06,1776760225.119,1776760225.124,1776760225.126,7.164,5.37,1.791,room_alerts_mp
