wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776760340.489,room_07,1776760340.486,1776760340.489,3.329,room_temperature_mp
1776760340.593,room_08,1776760340.587,1776760340.593,6.15,room_temperature_mp
1776760340.691,room_09,1776760340.687,1776760340.691,3.664,room_temperature_mp
1776760340.79,room_10,1776760340.788,1776760340.79,1.93,room_temperature_mp
1776760340.892,room_11,1776760340.889,1776760340.892,2.252,room_temperature_mp
1776760340.992,room_12,1776760340.99,1776760340.992,2.013,room_temperature_mp
1776760341.094,room_13,1776760341.092,1776760341.094,2.058,room_temperature_mp
1776760341.195,room_14,1776760341.193,1776760341.195,2.3,room_temperature_mp
1776760341.307,room_15,1776760341.294,1776760341.307,12.161,room_temperature_mp
1776760341.4,room_01,1776760341.397,1776760341.4,3.551,room_temperature_mp
1776760341.503,room_02,1776760341.499,1776760341.503,3.67,room_temperature_mp
1776760341.603,room_03,1776760341.6,1776760341.603,2.654,room_temperature_mp
1776760341.707,room_04,1776760341.702,1776760341.707,4.406,room_temperature_mp
1776760341.812,room_05,1776760341.805,1776760341.812,7.259,room_temperature_mp
1776760341.912,room_06,1776760341.907,1776760341.912,5.596,room_temperature_mp
1776760342.01,room_07,1776760342.008,1776760342.01,2.523,room_temperature_mp
1776760342.111,room_08,1776760342.109,1776760342.111,2.161,room_temperature_mp
1776760342.213,room_09,1776760342.211,1776760342.213,2.256,room_temperature_mp
1776760342.318,room_10,1776760342.312,1776760342.318,6.187,room_temperature_mp
1776760342.418,room_11,1776760342.412,1776760342.418,5.669,room_temperature_mp
1776760342.516,room_12,1776760342.513,1776760342.516,2.262,room_temperature_mp
1776760342.618,room_13,1776760342.615,1776760342.618,2.888,room_temperature_mp
1776760342.721,room_14,1776760342.717,1776760342.721,4.635,room_temperature_mp
1776760342.823,room_15,1776760342.818,1776760342.823,4.813,room_temperature_mp
1776760342.924,room_01,1776760342.919,1776760342.924,4.828,room_temperature_mp
1776760343.024,room_02,1776760343.021,1776760343.024,2.611,room_temperature_mp
1776760343.125,room_03,1776760343.122,1776760343.125,2.633,room_temperature_mp
1776760343.228,room_04,1776760343.223,1776760343.228,4.125,room_temperature_mp
1776760343.33,room_05,1776760343.325,1776760343.33,4.772,room_temperature_mp
1776760343.433,room_06,1776760343.426,1776760343.433,6.217,room_temperature_mp
1776760343.53,room_07,1776760343.528,1776760343.53,2.325,room_temperature_mp
1776760343.631,room_08,1776760343.628,1776760343.631,2.529,room_temperature_mp
1776760343.735,room_09,1776760343.73,1776760343.735,5.056,room_temperature_mp
1776760343.835,room_10,1776760343.83,1776760343.835,4.484,room_temperature_mp
1776760343.941,room_11,1776760343.938,1776760343.941,2.811,room_temperature_mp
1776760344.048,room_12,1776760344.04,1776760344.048,8.432,room_temperature_mp
1776760344.152,room_13,1776760344.141,1776760344.152,10.729,room_temperature_mp
1776760344.252,room_14,1776760344.242,1776760344.252,9.72,room_temperature_mp
1776760344.349,room_15,1776760344.343,1776760344.349,5.3,room_temperature_mp
1776760344.45,room_01,1776760344.447,1776760344.45,2.638,room_temperature_mp
1776760344.554,room_02,1776760344.548,1776760344.554,5.449,room_temperature_mp
1776760344.652,room_03,1776760344.649,1776760344.652,2.699,room_temperature_mp
1776760344.756,room_04,1776760344.751,1776760344.756,5.348,room_temperature_mp
1776760344.86,room_05,1776760344.853,1776760344.86,6.58,room_temperature_mp
1776760344.957,room_06,1776760344.954,1776760344.957,3.675,room_temperature_mp
1776760345.057,room_07,1776760345.055,1776760345.057,1.945,room_temperature_mp
1776760345.158,room_08,1776760345.156,1776760345.158,2.499,room_temperature_mp
