wall_time,room_id,e2e_send_ts,e2e_consumer_done_ts,e2e_sink_arrival_ts,e2e_total_latency_ms,e2e_producer_to_consumer_ms,e2e_consumer_to_sink_ms,topic
1776759861.752,room_08,1776759861.477,1776759861.483,1776759861.752,274.997,5.26,269.741,room_alerts_mp
1776759862.487,room_09,1776759862.48,1776759862.485,1776759862.487,7.022,5.25,1.77,room_alerts_mp
1776759863.487,room_10,1776759863.481,1776759863.485,1776759863.487,5.78,3.79,1.991,room_alerts_mp
1776759864.771,room_11,1776759864.483,1776759864.489,1776759864.771,287.435,5.28,282.154,room_alerts_mp
1776759865.49,room_12,1776759865.486,1776759865.489,1776759865.49,4.211,2.43,1.777,room_alerts_mp
1776759866.495,room_13,1776759866.488,1776759866.493,1776759866.495,6.889,4.73,2.161,room_alerts_mp
1776759868.012,room_14,1776759867.491,1776759867.499,1776759868.012,520.644,7.71,512.932,room_alerts_mp
1776759868.496,room_15,1776759868.493,1776759868.494,1776759868.496,3.434,1.43,2.007,room_alerts_mp
1776759869.5,room_01,1776759869.495,1776759869.498,1776759869.5,5.209,2.89,2.323,room_alerts_mp
1776759870.506,room_02,1776759870.5,1776759870.504,1776759870.506,5.646,4.24,1.41,room_alerts_mp
1776759871.508,room_03,1776759871.503,1776759871.507,1776759871.508,4.984,3.32,1.663,room_alerts_mp
1776759872.51,room_04,1776759872.505,1776759872.508,1776759872.51,5.424,3.62,1.807,room_alerts_mp
