wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776759647.243,room_12,1776759647.241,1776759647.243,2.502,room_temperature_mp
1776759647.347,room_13,1776759647.342,1776759647.347,5.479,room_temperature_mp
1776759647.449,room_14,1776759647.443,1776759647.449,5.409,room_temperature_mp
1776759647.547,room_15,1776759647.545,1776759647.547,2.095,room_temperature_mp
1776759647.657,room_01,1776759647.649,1776759647.657,8.774,room_temperature_mp
1776759647.754,room_02,1776759647.749,1776759647.754,4.254,room_temperature_mp
1776759647.86,room_03,1776759647.851,1776759647.86,9.267,room_temperature_mp
1776759647.96,room_04,1776759647.953,1776759647.96,6.513,room_temperature_mp
1776759648.057,room_05,1776759648.055,1776759648.057,2.166,room_temperature_mp
1776759648.161,room_06,1776759648.158,1776759648.161,2.129,room_temperature_mp
1776759648.262,room_07,1776759648.259,1776759648.262,2.92,room_temperature_mp
1776759648.366,room_08,1776759648.363,1776759648.366,2.647,room_temperature_mp
1776759648.466,room_09,1776759648.464,1776759648.466,1.987,room_temperature_mp
1776759648.567,room_10,1776759648.564,1776759648.567,2.519,room_temperature_mp
1776759648.669,room_11,1776759648.665,1776759648.669,3.653,room_temperature_mp
1776759648.769,room_12,1776759648.767,1776759648.769,2.428,room_temperature_mp
1776759648.875,room_13,1776759648.869,1776759648.875,5.904,room_temperature_mp
1776759648.974,room_14,1776759648.971,1776759648.974,3.01,room_temperature_mp
1776759649.076,room_15,1776759649.072,1776759649.076,3.949,room_temperature_mp
1776759649.178,room_01,1776759649.176,1776759649.178,2.174,room_temperature_mp
1776759649.279,room_02,1776759649.277,1776759649.279,2.073,room_temperature_mp
1776759649.379,room_03,1776759649.377,1776759649.379,1.81,room_temperature_mp
1776759649.48,room_04,1776759649.478,1776759649.48,1.758,room_temperature_mp
1776759649.582,room_05,1776759649.579,1776759649.582,2.44,room_temperature_mp
1776759649.684,room_06,1776759649.682,1776759649.684,1.92,room_temperature_mp
